,index,target
0,16834,0.05814708989569645
1,15437,0.09339386507923603
2,8549,0.18803593073940367
3,7222,0.06270688720452541
4,17054,0.13776023488043354
5,11377,0.32699182319683645
6,7631,0.18856007842306488
7,14569,0.4751852357337784
8,10441,0.0741063804765979
9,4487,0.16397906940620022
10,14165,0.4751852357337784
11,13723,0.13776023488043354
12,10842,0.5101174426553933
13,8384,0.173989675260218
14,17392,0.21021911564000245
15,12306,0.39082898552044226
16,14220,0.18461608275778194
17,1559,0.16511901873340762
18,477,0.13776023488043354
19,1466,0.20285527199309789
20,1573,0.19145577872102543
21,3004,0.1726924418020484
22,17063,0.22959825420252566
23,396,0.13776023488043354
24,2960,0.11163305431455195
25,12862,0.4751852357337784
26,8887,0.14915972815250603
27,5104,0.4270584259002267
28,13641,0.13776023488043354
29,14632,0.39082898552044226
30,2302,0.13776023488043354
31,18651,0.173989675260218
32,12299,0.13776023488043354
33,18513,0.29747106615129926
34,5658,0.13776023488043354
35,16147,0.4751852357337784
36,13334,0.15846263068993416
37,12826,0.22553633307539156
38,6617,0.37206564860146524
39,916,0.39082898552044226
40,17252,0.09286971739557492
41,15348,0.13776023488043354
42,1942,0.09339386507923603
43,7088,0.09339386507923603
44,6820,0.25125729141946335
45,6015,0.5595414859471146
46,5665,0.2478374434378416
47,16916,0.4751852357337784
48,4322,0.13776023488043354
49,6742,0.14915972815250603
50,12516,0.17879841065989444
51,10824,0.130396391233529
52,10531,0.19931749854962488
53,7054,0.13776023488043354
54,14703,0.14915972815250603
55,12657,0.09339386507923603
56,1319,0.39082898552044226
57,17315,0.26438626416032307
58,10127,0.1979286111315702
59,1341,0.4090681747557581
60,15427,0.4751852357337784
61,16687,0.14127173682194039
62,5949,0.13776023488043354
63,9591,0.10023356104247949
64,6106,0.11163305431455195
65,5442,0.11163305431455195
66,5149,0.4751852357337784
67,15383,0.44452452936103415
68,10635,0.21021911564000245
69,19043,0.18461608275778194
70,14826,0.3429511137777379
71,4087,0.13785188884031863
72,9747,0.42601013053290454
73,3646,0.5957709263268991
74,11918,0.17433026731095053
75,1426,0.21021911564000245
76,11154,0.32596979933148046
77,5347,0.28096135638477054
78,12258,0.14915972815250603
79,10539,0.11610119766349597
80,6360,0.14915972815250603
81,3006,0.21021911564000245
82,16267,0.32699182319683645
83,7277,0.10023356104247949
84,2843,0.2335159783658423
85,11557,0.398808630810893
86,9398,0.11163305431455195
87,10236,0.13776023488043354
88,5409,0.2216186089120749
89,12610,0.13092053891719008
90,8527,0.4751852357337784
91,5228,0.5288807795743703
92,12086,0.39082898552044226
93,353,0.20476830709481367
94,12375,0.4751852357337784
95,7875,0.08147022412350244
96,6885,0.13776023488043354
97,2716,0.38953175206227264
98,1480,0.18600497017583664
99,19012,0.13776023488043354
100,13032,0.5101174426553933
101,13234,0.203379419676759
102,13235,0.24441759545621988
103,12026,0.13776023488043354
104,1498,0.13776023488043354
105,593,0.481527055515327
106,10565,0.14915972815250603
107,8086,0.059811186906564895
108,3649,0.1320604882443973
109,13213,0.2870935967445828
110,14629,0.4751852357337784
111,17972,0.5595414859471146
112,17611,0.26555248498949646
113,16724,0.13776023488043354
114,2967,0.5264829554581045
115,7662,0.3167322792519712
116,1594,0.13776023488043354
117,13039,0.22895618105701332
118,18483,0.11443710065262755
119,3659,0.4751852357337784
120,1198,0.13092053891719008
121,3550,0.13092053891719008
122,2414,0.4751852357337784
123,8883,0.14915972815250603
124,428,0.2437755223107074
125,17595,0.10023356104247949
126,3196,0.31534339183391663
127,11657,0.5944736928687294
128,16207,0.13776023488043354
129,18577,0.19145577872102543
130,1920,0.11443710065262755
131,5888,0.13776023488043354
132,6533,0.1241724969138317
133,13072,0.13776023488043354
134,16027,0.13776023488043354
135,10874,0.20020850978598467
136,2602,0.4176898931917213
137,9382,0.13092053891719008
138,9017,0.11215720199821305
139,14179,0.13092053891719008
